,distance (mm),relative dose
0,-209.0,0.8337840068682582
1,-203.5,0.8590331608705588
2,-198.0,0.9108426267239442
3,-192.5,0.9630641707583761
4,-187.0,1.041471410115669
5,-181.5,1.1327654580438689
6,-176.0,1.2239096593607792
7,-170.5,1.3413144793061949
8,-165.0,1.4724677258374335
9,-159.5,1.6303685924838685
10,-154.0,1.814305307841875
11,-148.5,2.0236784854662937
12,-143.0,2.271749550456257
13,-137.5,2.5315835744324544
14,-132.0,2.815617826131926
15,-126.5,3.152285700046876
16,-121.0,3.5301988537192925
17,-115.5,3.935346628993598
18,-110.0,4.3901310942575895
19,-104.5,4.909349602376117
20,-99.0,5.468652079014617
21,-97.9,5.580287804425382
22,-96.8,5.699415860400628
23,-95.7,5.854132486557159
24,-94.6,6.009972962298363
25,-93.5,6.139215664535658
26,-92.4,6.305545403067134
27,-91.3,6.510835260533911
28,-90.2,6.731484395657874
29,-89.1,7.00795139348722
30,-88.0,7.366459410997631
31,-86.9,7.804011515963316
32,-85.8,8.448726561036898
33,-84.7,9.574449228350156
34,-83.6,11.538189069300602
35,-82.5,14.41149784077903
36,-81.4,17.42079241200279
37,-80.3,19.61829296656504
38,-79.2,20.894236861696136
39,-78.1,21.612751362829858
40,-77.0,22.099378232992894
41,-75.9,22.543673435466612
42,-74.8,22.910797633126172
43,-73.7,23.264061019241453
44,-72.6,23.636055231767926
45,-71.5,23.934999221290717
46,-70.4,24.21221545217651
47,-69.3,24.5205248549049
48,-68.2,24.829208874161512
49,-67.1,25.10605048851908
50,-66.0,25.367532825219467
51,-64.9,25.611782801621544
52,-63.8,25.86802050692679
53,-62.7,26.196933818707503
54,-61.6,26.55581645274614
55,-60.5,26.844645796006876
56,-58.3,27.310294140589363
57,-56.1,27.821271085086963
58,-53.9,28.384319727007707
59,-51.7,28.968721511037213
60,-49.5,29.561364858687654
61,-47.3,30.155132055922767
62,-45.1,30.70619296894034
63,-42.9,31.18682597465179
64,-40.7,31.709790648052557
65,-38.5,32.28445240234824
66,-36.3,32.832890999668244
67,-34.1,33.412048152302624
68,-31.9,34.04290238583191
69,-29.7,34.60632564428088
70,-27.5,35.10793717557287
71,-25.3,35.63464801425588
72,-23.1,36.19544895700728
73,-20.9,36.746509870024845
74,-18.7,37.264604528558706
75,-16.5,37.828777020064116
76,-14.3,38.37946331655346
77,-12.1,38.8926879602204
78,-9.9,39.447120421992
79,-7.7,40.0315222060215
80,-5.5,40.638400981744454
81,-3.3,41.23404126162069
82,-1.1,41.803458384521235
83,0.0,42.099405441818234
84,1.1,42.42532182137315
85,3.3,43.024708266531626
86,5.5,43.571648397738734
87,7.7,44.182273338743926
88,9.9,44.811629106160325
89,12.1,45.467208030552406
90,14.3,46.096563797968805
91,16.5,46.74090422651416
92,18.7,47.460167960704325
93,20.9,48.13447771150761
94,23.1,48.73761032194832
95,25.3,49.32575827126008
96,27.5,49.93638321226527
97,29.7,50.561992814399424
98,31.9,51.127663772017726
99,34.1,51.67460390322484
100,36.3,52.30770583592348
101,38.5,52.989507917291235
102,40.7,53.675056163941235
103,42.9,54.293173435510916
104,45.1,54.866336723693706
105,47.3,55.4582308382877
106,49.5,55.97520164723688
107,51.7,56.40975681997677
108,53.9,56.92672762892596
109,56.1,57.49989091710874
110,58.3,57.9306999245664
111,60.5,58.22290081658115
112,61.6,58.36900126258853
113,62.7,58.57504035311175
114,63.8,58.758602451941535
115,64.9,58.91968755907788
116,66.0,59.1444574760123
117,67.1,59.30928874843088
118,68.2,59.343004235971044
119,69.3,59.43665836802706
120,70.4,59.56028182234099
121,71.5,59.627712797421324
122,72.6,59.74384392117078
123,73.7,59.758828582299735
124,74.8,59.64269745855028
125,75.9,59.507835508389626
126,77.0,59.17817296355247
127,78.1,58.518847873878144
128,79.2,57.18521303340055
129,80.3,54.10211900611665
130,81.4,47.51261427465569
131,82.5,37.291951535119054
132,83.6,27.037198691514035
133,84.7,20.08244284503463
134,85.8,16.19692021429483
135,86.9,13.931988684652254
136,88.0,12.494959682384815
137,89.1,11.507845130514454
138,90.2,10.7544912922559
139,91.3,10.156977929738547
140,92.4,9.71567965949062
141,93.5,9.376277084919634
142,94.6,9.051484554949388
143,95.7,8.717701228301763
144,96.8,8.42025570489187
145,97.9,8.207473516860613
146,99.0,8.016793703994573
147,104.5,7.005329077789652
148,110.0,6.161318039700876
149,115.5,5.447673553434069
150,121.0,4.839670928126444
151,126.5,4.335437081136878
152,132.0,3.908748855489691
153,137.5,3.5319220897491235
154,143.0,3.1806816328862584
155,148.5,2.8829738779066094
156,154.0,2.650037320656898
157,159.5,2.428264335948263
158,165.0,2.2051427317380217
159,170.5,2.0366402173428457
160,176.0,1.9089709045240912
161,181.5,1.7792037391472817
162,187.0,1.6478631843519311
163,192.5,1.5307580576290947
164,198.0,1.4410373991194358
165,203.5,1.3510170473871979
166,209.0,1.2469111141937355
