,distance (mm),relative dose
0,-180.5,0.890001227569464
1,-175.75,0.9427867271923086
2,-171.0,0.9950066678906228
3,-166.25,1.0470757928757288
4,-161.5,1.0997858846419697
5,-156.75,1.1657677591705253
6,-152.0,1.2576522324425774
7,-147.25,1.3750622651751048
8,-142.5,1.5182240809379202
9,-137.75,1.714095988466976
10,-133.0,1.9885051786491643
11,-128.25,2.329197874786325
12,-123.5,2.723354741255767
13,-118.75,3.168261095219744
14,-114.0,3.6653873898820346
15,-109.25,4.228872598355903
16,-104.5,4.8566430045847335
17,-99.75,5.540215224700573
18,-95.0,6.276949983722277
19,-90.25,7.04799531749883
20,-85.5,7.899350018558711
21,-84.55,8.107852742068948
22,-83.6,8.352928276032156
23,-82.65,8.599134927844425
24,-81.7,8.836292636864204
25,-80.75,9.123973609808708
26,-79.8,9.438424371847654
27,-78.85,9.752498094603581
28,-77.9,10.156684206001364
29,-76.95,10.685293280795852
30,-76.0,11.423536196949636
31,-75.05,12.517704196274604
32,-74.1,14.183086709375353
33,-73.15,16.971669246593635
34,-72.2,21.739330980385574
35,-71.25,28.682132337921736
36,-70.3,35.87340258296828
37,-69.35,40.92384377902546
38,-68.4,43.73655683035705
39,-67.45,45.372907318665234
40,-66.5,46.52664752470741
41,-65.55,47.44285298244679
42,-64.6,48.20447233414783
43,-63.65,48.93215815037705
44,-62.7,49.62968082396464
45,-61.75,50.22540289113674
46,-60.8,50.809813779818235
47,-59.85,51.42061741831116
48,-58.9,51.918309271897975
49,-57.95,52.42354191114521
50,-57.0,52.98533044284548
51,-56.05,53.505644653413526
52,-55.1,54.02218847115136
53,-54.15,54.55381386021001
54,-53.2,55.08920964209886
55,-52.25,55.63214620964812
56,-50.35,56.80096798701111
57,-48.45,57.943397014562684
58,-46.55,59.0217293640008
59,-44.65,60.107602499099315
60,-42.75,61.15577170589581
61,-40.85,62.241644840994326
62,-38.95,63.35768111873447
63,-37.05,64.46240621798401
64,-35.15,65.60860563836577
65,-33.25,66.75857545157774
66,-31.35,67.81428544403464
67,-29.45,68.86245465083113
68,-27.55,70.03504682102432
69,-25.65,71.1963278127269
70,-23.75,72.27088976933481
71,-21.85,73.3190589761313
72,-19.95,74.43509525387145
73,-18.05,75.6680137093479
74,-16.15,76.86322823652232
75,-14.25,77.99811647841346
76,-12.35,79.23857571955033
77,-10.45,80.53182046031002
78,-8.55,81.70441263050321
79,-6.65,82.90716794333802
80,-4.75,84.20041268409771
81,-2.85,85.36546406863052
82,-0.95,86.45887798938944
83,0.0,87.09984477052397
84,0.95,87.842612158074
85,2.85,89.34322850449487
86,4.75,90.71188110185864
87,6.65,92.03151859242976
88,8.55,93.44164551092575
89,10.45,94.99504735696947
90,12.35,96.52205645320176
91,14.25,97.9962800498112
92,16.15,99.50820757472269
93,18.05,101.02390549246438
94,19.95,102.62632244530073
95,21.85,104.2551321479485
96,23.75,105.84246752946406
97,25.65,107.46750683928164
98,27.55,109.06992379211798
99,29.45,110.69119270910537
100,31.35,112.29738005477192
101,33.25,113.81307797251361
102,35.15,115.3400870687459
103,37.05,116.8934889147896
104,38.95,118.48459468913535
105,40.85,120.0681596778207
106,42.75,121.55369445292077
107,44.65,123.09201472764366
108,46.55,124.76229875142369
109,48.45,126.40996041822248
110,50.35,127.89926558615275
111,52.25,129.32070368313936
112,53.2,130.01445596389675
113,54.15,130.65542274503127
114,55.1,131.34540463295846
115,56.05,132.0844016276783
116,57.0,132.83093940805853
117,57.95,133.57747718843873
118,58.9,134.15434729145983
119,59.85,134.52761618164996
120,60.8,134.99137449976496
121,61.75,135.47775517486116
122,62.7,135.79069777976804
123,63.65,136.09986999184468
124,64.6,136.28084884769444
125,65.55,136.04708449222184
126,66.5,135.4061177110873
127,67.45,134.0902506133464
128,68.4,130.84771277937165
129,69.35,123.33331986877667
130,70.3,107.14325305588414
131,71.25,81.39524041842654
132,72.2,55.33051478323186
133,73.15,37.72278026618295
134,74.1,27.953315403843458
135,75.05,22.34711830461433
136,76.0,18.841784090374418
137,76.95,16.491321200025748
138,77.9,14.834233551151444
139,78.85,13.625068570505283
140,79.8,12.706977916350805
141,80.75,11.962702371668692
142,81.7,11.352652811741818
143,82.65,10.827437090494511
144,83.6,10.354629829587031
145,84.55,9.924050968377827
146,85.5,9.543995371093343
147,90.25,8.049411653200798
148,95.0,6.922818275536083
149,99.75,6.033759646174171
150,104.5,5.303811594246833
151,109.25,4.688860523640692
152,114.0,4.162513684544326
153,118.75,3.742190291833274
154,123.5,3.389356930782859
155,128.25,3.0626900959740544
156,133.0,2.7882432018635637
157,137.75,2.5660916563079916
158,142.5,2.369729597711009
159,147.25,2.199232433929221
160,152.0,2.054901796389043
161,156.75,1.9373786518716092
162,161.5,1.8195915798560616
163,166.25,1.7017290999839094
164,171.0,1.623229521259079
165,175.75,1.5437496403983955
166,180.5,1.411823595269586
